SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.29397286210160933;67.91906948714772
117122-PP;Amygdala;0.29397286210160933;67.91906948714772
118528;Amygdala;0.2773947303619798;70.15696686716153
118528-PP;Amygdala;0.2773947303619798;70.15696686716153
118730;Amygdala;0.323074326225173;73.23250644351864
118730-PP;Amygdala;0.323074326225173;73.23250644351864
118932;Amygdala;0.30155502392344496;71.34423592694787
118932-PP;Amygdala;0.30155502392344496;71.34423592694787
120111;Amygdala;0.34014847267859316;66.94027188471824
120111-PP;Amygdala;0.34014847267859316;66.94027188471824
122317;Amygdala;0.3512895438953119;70.59745037889117
122317-PP;Amygdala;0.3512895438953119;70.59745037889117
122620;Amygdala;0.34952267303102624;71.0
122620-PP;Amygdala;0.34952267303102624;71.0
123117;Amygdala;0.31179616231519347;72.12489168102785
123117-PP;Amygdala;0.31179616231519347;72.12489168102785
123925;Amygdala;0.3348755783418782;69.86415389883427
123925-PP;Amygdala;0.3348755783418782;69.86415389883427
124422;Amygdala;0.3658174340226208;66.85057965343307
124422-PP;Amygdala;0.3658174340226208;66.85057965343307
