SUBJECT;LABEL;DICE;HDRFDST
117122;Thalamus;0.8035526644983738;4.898979485566356
117122-PP;Thalamus;0.8035526644983738;4.898979485566356
118528;Thalamus;0.7784956887818276;5.0
118528-PP;Thalamus;0.7784956887818276;5.0
118730;Thalamus;0.7691436125011802;5.385164807134504
118730-PP;Thalamus;0.7691436125011802;5.385164807134504
118932;Thalamus;0.780735449378889;5.0990195135927845
118932-PP;Thalamus;0.780735449378889;5.0990195135927845
120111;Thalamus;0.7584722004171619;6.164414002968976
120111-PP;Thalamus;0.7584722004171619;6.164414002968976
122317;Thalamus;0.8068040596520298;5.385164807134504
122317-PP;Thalamus;0.8068040596520298;5.385164807134504
122620;Thalamus;0.7960414703110273;4.58257569495584
122620-PP;Thalamus;0.7960414703110273;4.58257569495584
123117;Thalamus;0.7655545334200902;5.385164807134504
123117-PP;Thalamus;0.7655545334200902;5.385164807134504
123925;Thalamus;0.8105013013466108;4.898979485566356
123925-PP;Thalamus;0.8105013013466108;4.898979485566356
124422;Thalamus;0.8363481698316195;3.7416573867739413
124422-PP;Thalamus;0.8363481698316195;3.7416573867739413
