SUBJECT;LABEL;DICE;HDRFDST
117122;WhiteMatter;0.814548295571364;4.123105625617661
117122-PP;WhiteMatter;0.814548295571364;4.123105625617661
118528;WhiteMatter;0.8309195008959881;5.0990195135927845
118528-PP;WhiteMatter;0.8309195008959881;5.0990195135927845
118730;WhiteMatter;0.8134461029875242;3.7416573867739413
118730-PP;WhiteMatter;0.8134461029875242;3.7416573867739413
118932;WhiteMatter;0.8345919827551678;4.47213595499958
118932-PP;WhiteMatter;0.8345919827551678;4.47213595499958
120111;WhiteMatter;0.8514993387776247;3.1622776601683795
120111-PP;WhiteMatter;0.8514993387776247;3.1622776601683795
122317;WhiteMatter;0.829464746536171;5.196152422706632
122317-PP;WhiteMatter;0.829464746536171;5.196152422706632
122620;WhiteMatter;0.812164514131221;4.898979485566356
122620-PP;WhiteMatter;0.812164514131221;4.898979485566356
123117;WhiteMatter;0.8493084370677731;5.744562646538029
123117-PP;WhiteMatter;0.8493084370677731;5.744562646538029
123925;WhiteMatter;0.8327655468818524;4.69041575982343
123925-PP;WhiteMatter;0.8327655468818524;4.69041575982343
124422;WhiteMatter;0.7836174767026024;4.58257569495584
124422-PP;WhiteMatter;0.7836174767026024;4.58257569495584
