SUBJECT;LABEL;DICE;HDRFDST
117122;Hippocampus;0.0;inf
117122-PP;Hippocampus;0.0;inf
118528;Hippocampus;0.0;inf
118528-PP;Hippocampus;0.0;inf
118730;Hippocampus;0.0;inf
118730-PP;Hippocampus;0.0;inf
118932;Hippocampus;0.0;inf
118932-PP;Hippocampus;0.0;inf
120111;Hippocampus;0.00023033513762524472;65.32227797620043
120111-PP;Hippocampus;0.00023033513762524472;65.32227797620043
122317;Hippocampus;0.0;inf
122317-PP;Hippocampus;0.0;inf
122620;Hippocampus;0.0;inf
122620-PP;Hippocampus;0.0;inf
123117;Hippocampus;0.0;inf
123117-PP;Hippocampus;0.0;inf
123925;Hippocampus;0.0;inf
123925-PP;Hippocampus;0.0;inf
124422;Hippocampus;0.0;inf
124422-PP;Hippocampus;0.0;inf
