SUBJECT;LABEL;DICE;HDRFDST
117122;Thalamus;0.7443937886186388;7.14142842854285
117122-PP;Thalamus;0.7443937886186388;7.14142842854285
118528;Thalamus;0.7226894334561094;6.4031242374328485
118528-PP;Thalamus;0.7226894334561094;6.4031242374328485
118730;Thalamus;0.7175599358340475;7.0710678118654755
118730-PP;Thalamus;0.7175599358340475;7.0710678118654755
118932;Thalamus;0.7392460909621748;6.48074069840786
118932-PP;Thalamus;0.7392460909621748;6.48074069840786
120111;Thalamus;0.7022164980577079;7.681145747868608
120111-PP;Thalamus;0.7022164980577079;7.681145747868608
122317;Thalamus;0.7520935604966792;7.0
122317-PP;Thalamus;0.7520935604966792;7.0
122620;Thalamus;0.7400066217856749;6.708203932499369
122620-PP;Thalamus;0.7400066217856749;6.708203932499369
123117;Thalamus;0.7229853184583307;7.0710678118654755
123117-PP;Thalamus;0.7229853184583307;7.0710678118654755
123925;Thalamus;0.7583218188669765;6.4031242374328485
123925-PP;Thalamus;0.7583218188669765;6.4031242374328485
124422;Thalamus;0.7880458910671309;5.0
124422-PP;Thalamus;0.7880458910671309;5.0
