SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4594321418726454;22.93468988235943
117122;GreyMatter;0.7081724871265349;2.23606797749979
117122;Hippocampus;0.48008292610691544;49.58830507286975
117122;Thalamus;0.662578720583361;54.91812087098393
117122;WhiteMatter;0.8091804869833849;3.3166247903554
117122-PP;Amygdala;0.4594321418726454;22.93468988235943
117122-PP;GreyMatter;0.7081724871265349;2.23606797749979
117122-PP;Hippocampus;0.48008292610691544;49.58830507286975
117122-PP;Thalamus;0.662578720583361;54.91812087098393
117122-PP;WhiteMatter;0.8091804869833849;3.3166247903554
118528;Amygdala;0.4306108897742364;22.11334438749598
118528;GreyMatter;0.7081048445444611;3.605551275463989
118528;Hippocampus;0.47560346606148135;47.02127178203499
118528;Thalamus;0.6593964281563554;44.10215414239989
118528;WhiteMatter;0.8198689664640018;3.1622776601683795
118528-PP;Amygdala;0.4306108897742364;22.11334438749598
118528-PP;GreyMatter;0.7081048445444611;3.605551275463989
118528-PP;Hippocampus;0.47560346606148135;47.02127178203499
118528-PP;Thalamus;0.6593964281563554;44.10215414239989
118528-PP;WhiteMatter;0.8198689664640018;3.1622776601683795
118730;Amygdala;0.5098915652677758;26.570660511172846
118730;GreyMatter;0.715834076778341;2.23606797749979
118730;Hippocampus;0.43710622305736707;43.8520238985614
118730;Thalamus;0.6516862981979261;46.22769732530488
118730;WhiteMatter;0.8037811543463825;3.1622776601683795
118730-PP;Amygdala;0.5098915652677758;26.570660511172846
118730-PP;GreyMatter;0.715834076778341;2.23606797749979
118730-PP;Hippocampus;0.43710622305736707;43.8520238985614
118730-PP;Thalamus;0.6516862981979261;46.22769732530488
118730-PP;WhiteMatter;0.8037811543463825;3.1622776601683795
118932;Amygdala;0.49718804920913884;24.351591323771842
118932;GreyMatter;0.7210550385802684;2.23606797749979
118932;Hippocampus;0.4459427175961564;42.95346318982906
118932;Thalamus;0.6513134220942786;47.265209192385896
118932;WhiteMatter;0.822216748452719;3.605551275463989
118932-PP;Amygdala;0.49718804920913884;24.351591323771842
118932-PP;GreyMatter;0.7210550385802684;2.23606797749979
118932-PP;Hippocampus;0.4459427175961564;42.95346318982906
118932-PP;Thalamus;0.6513134220942786;47.265209192385896
118932-PP;WhiteMatter;0.822216748452719;3.605551275463989
120111;Amygdala;0.49006305371538034;25.317977802344327
120111;GreyMatter;0.7044635477954166;2.23606797749979
120111;Hippocampus;0.44994884497334553;40.755367744629666
120111;Thalamus;0.6501225490196079;46.93612681080534
120111;WhiteMatter;0.8401971459584308;3.0
120111-PP;Amygdala;0.49006305371538034;25.317977802344327
120111-PP;GreyMatter;0.7044635477954166;2.23606797749979
120111-PP;Hippocampus;0.44994884497334553;40.755367744629666
120111-PP;Thalamus;0.6501225490196079;46.93612681080534
120111-PP;WhiteMatter;0.8401971459584308;3.0
122317;Amygdala;0.5467953386744355;26.419689627245813
122317;GreyMatter;0.718314552883262;2.23606797749979
122317;Hippocampus;0.4527222412238425;54.85435260760991
122317;Thalamus;0.6751867872591427;46.010868281309364
122317;WhiteMatter;0.8251340069737378;3.605551275463989
122317-PP;Amygdala;0.5467953386744355;26.419689627245813
122317-PP;GreyMatter;0.718314552883262;2.23606797749979
122317-PP;Hippocampus;0.4527222412238425;54.85435260760991
122317-PP;Thalamus;0.6751867872591427;46.010868281309364
122317-PP;WhiteMatter;0.8251340069737378;3.605551275463989
122620;Amygdala;0.5258464079273328;25.079872407968907
122620;GreyMatter;0.7218108123815667;3.1622776601683795
122620;Hippocampus;0.48371102832012103;45.760244754590204
122620;Thalamus;0.6803985359902399;43.93176527297759
122620;WhiteMatter;0.801065461951376;3.605551275463989
122620-PP;Amygdala;0.5258464079273328;25.079872407968907
122620-PP;GreyMatter;0.7218108123815667;3.1622776601683795
122620-PP;Hippocampus;0.48371102832012103;45.760244754590204
122620-PP;Thalamus;0.6803985359902399;43.93176527297759
122620-PP;WhiteMatter;0.801065461951376;3.605551275463989
123117;Amygdala;0.48345968297725705;22.9128784747792
123117;GreyMatter;0.7084899944760241;3.0
123117;Hippocampus;0.4642331074747583;39.93745109543172
123117;Thalamus;0.6298549368273281;49.658836071740545
123117;WhiteMatter;0.8304731926613798;3.605551275463989
123117-PP;Amygdala;0.48345968297725705;22.9128784747792
123117-PP;GreyMatter;0.7084899944760241;3.0
123117-PP;Hippocampus;0.4642331074747583;39.93745109543172
123117-PP;Thalamus;0.6298549368273281;49.658836071740545
123117-PP;WhiteMatter;0.8304731926613798;3.605551275463989
123925;Amygdala;0.5100813583303856;22.315913604421397
123925;GreyMatter;0.7005462507768776;2.23606797749979
123925;Hippocampus;0.4655785391079509;47.085029467974216
123925;Thalamus;0.7009305430130747;44.68780594300866
123925;WhiteMatter;0.8219964462271951;3.605551275463989
123925-PP;Amygdala;0.5100813583303856;22.315913604421397
123925-PP;GreyMatter;0.7005462507768776;2.23606797749979
123925-PP;Hippocampus;0.4655785391079509;47.085029467974216
123925-PP;Thalamus;0.7009305430130747;44.68780594300866
123925-PP;WhiteMatter;0.8219964462271951;3.605551275463989
124422;Amygdala;0.5563897230563897;23.53720459187964
124422;GreyMatter;0.6917652174810086;2.23606797749979
124422;Hippocampus;0.4714253444770725;49.85980344927164
124422;Thalamus;0.694904926988129;47.686476070265456
124422;WhiteMatter;0.7756211033885216;3.7416573867739413
124422-PP;Amygdala;0.5563897230563897;23.53720459187964
124422-PP;GreyMatter;0.6917652174810086;2.23606797749979
124422-PP;Hippocampus;0.4714253444770725;49.85980344927164
