SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.5;13.674794331177344
117122;GreyMatter;0.7238587128319222;2.0
117122;Hippocampus;0.5684943076247424;14.491376746189438
117122;Thalamus;0.7784978672259798;15.0
117122;WhiteMatter;0.8178494115724964;3.0
117122-PP;Amygdala;0.5;13.674794331177344
117122-PP;GreyMatter;0.7238587128319222;2.0
117122-PP;Hippocampus;0.5684943076247424;14.491376746189438
117122-PP;Thalamus;0.7784978672259798;15.0
117122-PP;WhiteMatter;0.8178494115724964;3.0
118528;Amygdala;0.4667554371948513;14.177446878757825
118528;GreyMatter;0.7229755044137519;2.23606797749979
118528;Hippocampus;0.5374228286302258;14.628738838327793
118528;Thalamus;0.7356515512121148;15.620499351813308
118528;WhiteMatter;0.8293957065508203;3.0
118528-PP;Amygdala;0.4667554371948513;14.177446878757825
118528-PP;GreyMatter;0.7229755044137519;2.23606797749979
118528-PP;Hippocampus;0.5374228286302258;14.628738838327793
118528-PP;Thalamus;0.7356515512121148;15.620499351813308
118528-PP;WhiteMatter;0.8293957065508203;3.0
118730;Amygdala;0.5714285714285714;11.661903789690601
118730;GreyMatter;0.7298285086786059;2.0
118730;Hippocampus;0.5032446759893977;12.36931687685298
118730;Thalamus;0.7363956966206866;15.0
118730;WhiteMatter;0.8161629347151383;2.449489742783178
118730-PP;Amygdala;0.5714285714285714;11.661903789690601
118730-PP;GreyMatter;0.7298285086786059;2.0
118730-PP;Hippocampus;0.5032446759893977;12.36931687685298
118730-PP;Thalamus;0.7363956966206866;15.0
118730-PP;WhiteMatter;0.8161629347151383;2.449489742783178
118932;Amygdala;0.5538315988647114;12.727922061357855
118932;GreyMatter;0.7355624391781685;2.0
118932;Hippocampus;0.5223072502344152;13.892443989449804
118932;Thalamus;0.7478727417529446;14.866068747318506
118932;WhiteMatter;0.8346002531743372;2.449489742783178
118932-PP;Amygdala;0.5538315988647114;12.727922061357855
118932-PP;GreyMatter;0.7355624391781685;2.0
118932-PP;Hippocampus;0.5223072502344152;13.892443989449804
118932-PP;Thalamus;0.7478727417529446;14.866068747318506
118932-PP;WhiteMatter;0.8346002531743372;2.449489742783178
120111;Amygdala;0.5242935906271536;9.433981132056603
120111;GreyMatter;0.719575727847886;2.0
120111;Hippocampus;0.5214896214896215;12.529964086141668
120111;Thalamus;0.7124247035037622;16.30950643030009
120111;WhiteMatter;0.8494480322209823;2.23606797749979
120111-PP;Amygdala;0.5242935906271536;9.433981132056603
120111-PP;GreyMatter;0.719575727847886;2.0
120111-PP;Hippocampus;0.5214896214896215;12.529964086141668
120111-PP;Thalamus;0.7124247035037622;16.30950643030009
120111-PP;WhiteMatter;0.8494480322209823;2.23606797749979
122317;Amygdala;0.5990176817288801;13.45362404707371
122317;GreyMatter;0.7364839522849633;2.0
122317;Hippocampus;0.5484142371145334;13.784048752090222
122317;Thalamus;0.7730617416305249;13.416407864998739
122317;WhiteMatter;0.8356901644433884;3.0
122317-PP;Amygdala;0.5990176817288801;13.45362404707371
122317-PP;GreyMatter;0.7364839522849633;2.0
122317-PP;Hippocampus;0.5484142371145334;13.784048752090222
122317-PP;Thalamus;0.7730617416305249;13.416407864998739
122317-PP;WhiteMatter;0.8356901644433884;3.0
122620;Amygdala;0.60112257830889;13.2664991614216
122620;GreyMatter;0.7393402664588662;2.23606797749979
122620;Hippocampus;0.5605618787821779;15.0
122620;Thalamus;0.7707719767960732;12.569805089976535
122620;WhiteMatter;0.8084192676151447;3.0
122620-PP;Amygdala;0.60112257830889;13.2664991614216
122620-PP;GreyMatter;0.7393402664588662;2.23606797749979
122620-PP;Hippocampus;0.5605618787821779;15.0
122620-PP;Thalamus;0.7707719767960732;12.569805089976535
122620-PP;WhiteMatter;0.8084192676151447;3.0
123117;Amygdala;0.5480393978814346;13.038404810405298
123117;GreyMatter;0.7225228720797255;2.449489742783178
123117;Hippocampus;0.5335954036891443;13.341664064126334
123117;Thalamus;0.7174719639804894;16.76305461424021
123117;WhiteMatter;0.8457762419819433;3.0
123117-PP;Amygdala;0.5480393978814346;13.038404810405298
123117-PP;GreyMatter;0.7225228720797255;2.449489742783178
123117-PP;Hippocampus;0.5335954036891443;13.341664064126334
123117-PP;Thalamus;0.7174719639804894;16.76305461424021
123117-PP;WhiteMatter;0.8457762419819433;3.0
123925;Amygdala;0.556170811825434;11.832159566199232
123925;GreyMatter;0.7172925173161989;2.0
123925;Hippocampus;0.5360700271657108;14.142135623730951
123925;Thalamus;0.7802861549006168;14.142135623730951
123925;WhiteMatter;0.8322935041463081;3.0
123925-PP;Amygdala;0.556170811825434;11.832159566199232
123925-PP;GreyMatter;0.7172925173161989;2.0
123925-PP;Hippocampus;0.5360700271657108;14.142135623730951
123925-PP;Thalamus;0.7802861549006168;14.142135623730951
123925-PP;WhiteMatter;0.8322935041463081;3.0
124422;Amygdala;0.636936936936937;11.224972160321824
124422;GreyMatter;0.7128157767080862;2.0
124422;Hippocampus;0.5676511771793286;12.569805089976535
124422;Thalamus;0.804716111806819;14.560219778561036
124422;WhiteMatter;0.7819250572768879;3.1622776601683795
124422-PP;Amygdala;0.636936936936937;11.224972160321824
124422-PP;GreyMatter;0.7128157767080862;2.0
124422-PP;Hippocampus;0.5676511771793286;12.569805089976535
124422-PP;Thalamus;0.804716111806819;14.560219778561036
124422-PP;WhiteMatter;0.7819250572768879;3.1622776601683795
