SUBJECT;LABEL;DICE;HDRFDST
117122;Hippocampus;0.43202416918429004;15.0
117122-PP;Hippocampus;0.43202416918429004;15.0
118528;Hippocampus;0.40504762536188643;17.26267650163207
118528-PP;Hippocampus;0.40504762536188643;17.26267650163207
118730;Hippocampus;0.38033303773770816;15.524174696260024
118730-PP;Hippocampus;0.38033303773770816;15.524174696260024
118932;Hippocampus;0.3970853473775341;15.7797338380595
118932-PP;Hippocampus;0.3970853473775341;15.7797338380595
120111;Hippocampus;0.3916530659827466;15.811388300841896
120111-PP;Hippocampus;0.3916530659827466;15.811388300841896
122317;Hippocampus;0.4011517387901152;15.297058540778355
122317-PP;Hippocampus;0.4011517387901152;15.297058540778355
122620;Hippocampus;0.3915155440414508;16.278820596099706
122620-PP;Hippocampus;0.3915155440414508;16.278820596099706
123117;Hippocampus;0.39185306084917587;15.937377450509228
123117-PP;Hippocampus;0.39185306084917587;15.937377450509228
123925;Hippocampus;0.4160571688928323;16.15549442140351
123925-PP;Hippocampus;0.4160571688928323;16.15549442140351
124422;Hippocampus;0.4053031265080131;14.966629547095765
124422-PP;Hippocampus;0.4053031265080131;14.966629547095765
