SUBJECT;LABEL;DICE;HDRFDST
117122;GreyMatter;0.7305296566601871;1.4142135623730951
117122-PP;GreyMatter;0.7305296566601871;1.4142135623730951
118528;GreyMatter;0.7303366256803064;2.0
118528-PP;GreyMatter;0.7303366256803064;2.0
118730;GreyMatter;0.7359414773649617;1.4142135623730951
118730-PP;GreyMatter;0.7359414773649617;1.4142135623730951
118932;GreyMatter;0.7427807291330133;1.4142135623730951
118932-PP;GreyMatter;0.7427807291330133;1.4142135623730951
120111;GreyMatter;0.7269267025122949;1.4142135623730951
120111-PP;GreyMatter;0.7269267025122949;1.4142135623730951
122317;GreyMatter;0.7399891479612463;1.7320508075688772
122317-PP;GreyMatter;0.7399891479612463;1.7320508075688772
122620;GreyMatter;0.7451675977855694;2.0
122620-PP;GreyMatter;0.7451675977855694;2.0
123117;GreyMatter;0.7302880079078614;2.0
123117-PP;GreyMatter;0.7302880079078614;2.0
123925;GreyMatter;0.7241238315392308;2.0
123925-PP;GreyMatter;0.7241238315392308;2.0
124422;GreyMatter;0.7146819444746362;2.0
124422-PP;GreyMatter;0.7146819444746362;2.0
